nid,category,title,writer,dept_nm,regist_dt,taxonomy,telno,cpyrht,url
9662151,공통업무,"업무추진비 사용 내역 공개",한상훈,길동119안전센터,20160920120638,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662151
9662152,공통업무,"업무추진비 사용내역 공개",한상훈,길동119안전센터,20160920121742,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662152
9662153,공통업무,"업무추진비 사용내역 공개",한상훈,길동119안전센터,20160920122527,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9662153
9678045,문화관광,"제16회 <서울우수공공디자인> 인증제 최종선정",박재호,도시공간개선단,20160920000000,"문화관광>도시경관 개선관리>서울우수공공디자인 인증제 운영>서울우수공공디자인 인증제품 공개",2133-7611,"CC BY-NC",http://opengov.seoul.go.kr/public/9678045
9678046,공통업무,"서울시의회 공보실 업무추진비 사용내역 ",이순희,"서울시의회사무처 공보실",20160920202611,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3702-1300,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9678046
9678047,행정,"2016년 서울시 교육지원기본계획",박호숙,교육정책담당관,20160920000000,"행정>교육지원계획>교육지원 기본계획>교육지원 기본계획",2133-3917,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9678047
9678048,공통업무,"2016년 8월 물순환안전국 난지물재생센터 관리과 업무추진비 집행내역",지두연,관리과,20160921094506,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",300-8516,"CC BY-ND",http://opengov.seoul.go.kr/public/9678048
9678049,경제,"서울시 협동조합 신고현황('16.6월 기준)",김미화,사회적경제과,20160921105650,"경제>사회적경제>협동조합 현황>서울시 협동조합 신고 현황",0221335478,"CC BY",http://opengov.seoul.go.kr/public/9678049
9678050,행정,"2016 서울영어마을 지원계획",최영숙,평생교육담당관,20160921112435,"행정>영어마을>영어마을 추진계획 및 지원현황>서울영어마을 사업계획",2133-3971,"CC BY",http://opengov.seoul.go.kr/public/9678050
9692960,공통업무,"2016년 8월 안전총괄본부 상황대응과 업무추진비 집행내역",조연수,상황대응과,20160921222804,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-8522,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692960
9692961,공통업무,"강동소방서 예방과 4월 업무추진비 집행내역",유종표,예방과,20160922100841,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692961
9692962,공통업무,"강동소방서 예방과 5월 업무추진비 집행내역",유종표,예방과,20160922101024,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692962
9692963,공통업무,"강동소방서 예방과 6월 업무추진비 집행내역",유종표,예방과,20160922101159,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692963
9692964,공통업무,"강동소방서 예방과 7월 업무추진비 집행내역",유종표,예방과,20160922101328,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-473-3119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692964
9692965,공통업무,"2016년 7월 천호119안전센터 업무추진비 내역",윤영흠,천호119,20160922114256,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",476-0119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9692965
9705381,공통업무,"5월 길동 업무추진비 공개",한상훈,길동119안전센터,20160922121630,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9705381
9705382,공통업무,"5월 길동119안전센터 업무추진비 공개",한상훈,길동119안전센터,20160922121930,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9705382
9705383,공통업무,"6월 길동119안전센터 업무추진비 공개",한상훈,길동119안전센터,20160922122136,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9705383
9705384,공통업무,"7월 길동119안전센터 업무추진비 공개",한상훈,길동119안전센터,20160922122413,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",487-6119,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9705384
9705385,공통업무,"2016년 8월 동부공원녹지사업소 시설과 부서운영업무추진비 집행내역",이해순,시설과,20160922143153,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2181-1165,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9705385
9720275,환경,"시사업소 공공부문 LED조명 보급현황",이재복,환경정책과,20160923182915,"환경>에너지 절감>에너지 절감사업 추진현황>시 산하 공공부문 LED 조명 보급 현황",2133-3579,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9720275
9734183,공통업무,"2016년 7월 한성백제박물관 업무추진비 집행내역 ",이종해,총무과,20160925000000,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02)2152-5814,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9734183
9734184,공통업무,"2016년 8월 한성백제박물관 업무추진비 집행내역",이종해,총무과,20160925165956,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02)2152-5814,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9734184
9734187,공통업무,"2016.8월 역사문화재과 업무추진비 집행내역",이훈영,역사문화재과,20160926093653,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",2133-2614,"CC BY",http://opengov.seoul.go.kr/public/9734187
9734464,공통업무,"1천만원이상 수의계약(공사, 용역, 물품)- 7~8월",김석기,재무과,20160927110138,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>계약금액 1천만원 이상의 수의계약 현황",02-2133-3242,"CC BY-NC-SA",http://opengov.seoul.go.kr/public/9734464
9734465,공통업무,"1억원이상 공사계약(7~8월)",김석기,재무과,20160927110301,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 공사 계약서",02-2133-3242,"CC BY-ND",http://opengov.seoul.go.kr/public/9734465
9734466,공통업무,"1억원이상 용역계약(7~8월)",김석기,재무과,20160927110406,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 용역계약서",02-2133-3242,"CC BY-ND",http://opengov.seoul.go.kr/public/9734466
9734467,공통업무,"1억원이상 물품계약",김석기,재무과,20160927110544,"공통업무>계약현황>공사, 물품구매, 용역 등 주요 계약현황>1억원 이상의 물품구매 계약서",02-2133-3242,"CC BY-ND",http://opengov.seoul.go.kr/public/9734467
9750229,환경,"서울시 재활용 선별장 현황",백강엽,자원순환과,20160927161954,"환경>생활환경 관리>생활환경 관리현황>폐기물 중간시설 설치현황",2133-3691,"CC BY-ND",http://opengov.seoul.go.kr/public/9750229
9750230,환경,"2016년 8월 대기질 현황",최용석,대기관리과,20160927162925,"환경>대기질 관리>대기질 개선 계획, 평가결과 등>대기질 검사결과",02-2133-3669,"CC BY",http://opengov.seoul.go.kr/public/9750230
9750231,공통업무,"2016년 7월 강북아리수정수센터 부서운영업무추진비 사용내역",전고운,"상수도사업본부 강북아리수정수센터 정수시설과",20160927163554,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",5888,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9750231
9750232,공통업무,"2016년 8월 강북아리수정수센터 정수시설과 업무추진비 내역",전고운,"상수도사업본부 강북아리수정수센터 정수시설과",20160927163845,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",5888,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9750232
9764852,공통업무,"은평병원 간호부 9월 부서운영 업무추진비 집행내역",정윤,간호부,20160928165534,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",300-8162,"CC BY-ND",http://opengov.seoul.go.kr/public/9764852
9764853,공통업무,"여성가족정책실 가족담당관 7월 업무추진비 집행내역 공개",강소영,가족담당관,20160928170409,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-5170,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9764853
9764854,공통업무,"여성가족정책실 가족담당관 8월 업무추진비 집행내역",강소영,가족담당관,20160928170503,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",02-2133-5170,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9764854
9764857,공통업무,"2016년 8월 환경수자원전문위원실 업무추진비 내역 등록",이지훈,환경수자원전문위원실,20160929100221,"공통업무>업무추진비 사용내역>업무추진비 사용내역>실국본부장, 4급이상 공무원이 장인 부서 및 기관의 업무추진비",3705-1225,"CC BY",http://opengov.seoul.go.kr/public/9764857
9778636,주택도시계획,"국제교류복합지구(코엑스~잠실운동장 일대) 지구단위계획 결정(변경) 고시",이은중,동남권계획반,20160929213459,"주택도시계획>지구단위계획>지구단위계획 수립현황>자치구 등 지구단위계획 신규 및 재정비",2133-8229,"CC BY-NC-ND",http://opengov.seoul.go.kr/public/9778636
