who	Newbie	Age	Gender	Household Income	Sexual Preference	Country	Education Attainment	Major Occupation	Marital Status	Years on Internet
id71459	0	40	Female	$10-19	NA	Wisconsin	Masters	Professional	Married	1-3 yr
id71463	0	73	Male	$40-49	Heterosexual	Florida	High School	Other	Married	1-3 yr
id88563	0	47	Female	$40-49	Heterosexual	Washington	Masters	Professional	Divorced	1-3 yr
id71469	0	34	Female	$10-19	Heterosexual	British Columbia	High School	Computer	Single	1-3 yr
id71471	0	49	Female	Over $100	Heterosexual	California	College	Computer	Married	4-6 yr
id71488	1	33	Female	$40-49	Heterosexual	Wisconsin	College	Professional	Divorced	Under 6 mo
id79349	0	23	Male	$30-39	Heterosexual	Ontario	High School	Computer	Single	4-6 yr
id1091	0	34	Male	$30-39	Heterosexual	Sweden	College	Computer	Married	1-3 yr
id71507	0	69	Male	$20-29	Heterosexual	Delaware	College	Other	Married	1-3 yr
id71512	0	46	Male	$30-39	Heterosexual	California	Some College	Other	Single	1-3 yr
id76551	0	27	Male	$40-49	Heterosexual	Iowa	College	Computer	Married	4-6 yr
id84187	0	28	Female	$20-29	Heterosexual	Iowa	College	Education	Separated	Over 7 yr
id86192	0	44	Male	$30-39	Gay male	California	Some College	Professional	Other	1-3 yr
id87680	0	24	Male	Under $10	Heterosexual	Texas	High School	Computer	Married	1-3 yr
id71510	0	25	Male	$20-29	Heterosexual	Finland	Some College	Education	Single	4-6 yr
id78233	0	18	Female	NA	Heterosexual	Delaware	High School	Education	Single	1-3 yr
id71533	1	15	Male	NA	Heterosexual	Michigan	Other	Education	Single	Under 6 mo
id71537	1	62	Female	NA	Heterosexual	Maryland	College	Management	Married	6-12 mo
id73419	0	32	Male	Over $100	Heterosexual	Washington	Some College	Computer	Single	Over 7 yr
id75970	1	32	Female	$50-74	Bisexual	British Columbia	College	Professional	Other	Under 6 mo
id83564	0	24	Male	$75-99	Heterosexual	California	Masters	Education	Single	1-3 yr
id38897	0	37	Male	$50-74	Heterosexual	New Jersey	High School	Management	Divorced	1-3 yr
id71540	0	36	Female	$10-19	Heterosexual	Arizona	Some College	Professional	Divorced	1-3 yr
id71543	0	43	Male	$30-39	Heterosexual	Kansas	Some College	Professional	Single	1-3 yr
id55174	1	41	Female	$40-49	Heterosexual	Missouri	Some College	Professional	Married	Under 6 mo
id71544	0	30	Male	$20-29	Heterosexual	New York	Some College	Computer	Divorced	4-6 yr
id71550	0	38	Male	$40-49	Heterosexual	Georgia	High School	Professional	Married	4-6 yr
id88068	1	14	Male	NA	NA	Other	Grammar	Education	Single	Under 6 mo
id71563	0	60	Male	$50-74	Heterosexual	Georgia	College	Management	Married	4-6 yr
id74072	0	37	Male	$75-99	Heterosexual	Pennsylvania	College	Management	Married	1-3 yr
id82372	0	38	Female	$40-49	Heterosexual	California	Professional	Professional	Married	1-3 yr
id71571	1	41	Male	$50-74	Heterosexual	North Carolina	High School	Management	Married	Under 6 mo
id82983	0	29	Female	$50-74	Heterosexual	Taiwan	College	Education	Married	1-3 yr
id71576	0	43	Male	$50-74	Heterosexual	Massachusetts	Some College	Professional	Married	1-3 yr
id83605	0	40	Female	NA	Heterosexual	Missouri	Masters	Other	Married	1-3 yr
id75625	1	15	Male	NA	Heterosexual	New York	Grammar	Education	Single	6-12 mo
id80142	0	29	Male	$40-49	Heterosexual	Pennsylvania	College	Computer	Married	1-3 yr
id49166	1	43	Female	$75-99	Heterosexual	Minnesota	Some College	Professional	Married	Under 6 mo
id89388	0	35	Male	$75-99	Heterosexual	Virginia	Masters	Computer	Married	1-3 yr
id71522	0	38	Male	$20-29	Heterosexual	Oklahoma	Some College	Computer	Divorced	Over 7 yr
id71583	1	27	Female	$30-39	Heterosexual	New York	Special	Education	Married	Under 6 mo
id71585	0	40	Male	$40-49	Heterosexual	Massachusetts	Doctoral	Computer	Single	Over 7 yr
id83578	0	39	Female	$50-74	Lesbian	Maryland	Some College	Computer	Other	4-6 yr
id32156	0	15	Male	NA	Heterosexual	Saskatchewan	High School	Education	Single	1-3 yr
id71589	0	41	Female	Over $100	Heterosexual	California	Some College	Professional	Other	1-3 yr
id71591	0	47	Male	NA	Heterosexual	Florida	Professional	Professional	Separated	1-3 yr
id71592	1	28	Male	$20-29	Heterosexual	Maine	Some College	Education	Single	Under 6 mo
id79358	0	37	Male	Over $100	Heterosexual	New Jersey	College	Computer	Married	1-3 yr
id79754	0	26	Male	$50-74	Heterosexual	Minnesota	College	Computer	Single	4-6 yr
id85744	0	24	Male	$30-39	Heterosexual	Georgia	Masters	Professional	Single	Over 7 yr
id71595	0	25	Female	$20-29	Heterosexual	Massachusetts	College	Computer	Single	1-3 yr
id72002	1	59	Male	$50-74	Heterosexual	Georgia	Doctoral	Professional	Married	Under 6 mo
id84623	0	45	Male	$75-99	Heterosexual	Maryland	Doctoral	Education	Married	Over 7 yr
id71600	0	26	Female	Over $100	Heterosexual	Texas	Professional	Professional	Married	1-3 yr
id71601	0	30	Male	$50-74	Heterosexual	Georgia	College	Professional	Married	4-6 yr
id71603	1	46	Female	Over $100	Heterosexual	New Jersey	College	Education	Married	6-12 mo
id71605	1	NA	Female	$50-74	Bisexual	Maryland	Special	Professional	Married	6-12 mo
id72826	0	39	Female	Over $100	NA	California	Some College	Computer	Married	Over 7 yr
id74724	0	30	Male	$20-29	Heterosexual	Maryland	College	Management	Single	1-3 yr
id84649	0	40	Male	Over $100	Heterosexual	Wisconsin	Masters	Professional	Other	4-6 yr
id87906	0	49	Male	$50-74	Heterosexual	Arizona	Masters	Other	Married	4-6 yr
id71607	1	59	Female	$40-49	Heterosexual	Idaho	Some College	Education	NA	6-12 mo
id71608	1	57	Female	Over $100	Heterosexual	Canada & Mexico	College	Other	Married	Under 6 mo
id14440	1	47	Male	$50-74	Bisexual	Antarctica	Some College	Management	Married	Under 6 mo
id71612	1	44	Male	$10-19	Heterosexual	Mexico	College	Professional	Married	6-12 mo
id71618	0	31	Male	$30-39	Gay male	British Columbia	Some College	Computer	Single	Over 7 yr
id71619	0	NA	Male	$10-19	NA	New Jersey	Masters	Education	Married	1-3 yr
id71620	1	58	Male	$75-99	Bisexual	Illinois	High School	Management	Married	6-12 mo
id71621	1	22	Male	$10-19	Gay male	Nebraska	Some College	Management	Single	Under 6 mo
id71623	1	39	Male	$40-49	Heterosexual	Michigan	Some College	Management	Married	Under 6 mo
id71625	0	48	Female	Over $100	Lesbian	Florida	Doctoral	Professional	Married	1-3 yr
id71626	0	37	Female	$40-49	Heterosexual	Nebraska	College	Education	Married	1-3 yr
id84201	0	42	Female	$75-99	Heterosexual	Missouri	Some College	Professional	Married	1-3 yr
id71629	0	28	Male	NA	NA	Germany	College	Professional	NA	4-6 yr
id88775	0	32	Male	$20-29	Heterosexual	Alberta	College	Management	Single	1-3 yr
id74732	1	29	Female	$10-19	Heterosexual	Washington	Special	Computer	Separated	6-12 mo
id82027	0	29	Male	$20-29	Heterosexual	Netherlands	Professional	Other	Single	1-3 yr
id84625	1	22	Female	$20-29	Heterosexual	Australia	College	Education	Single	Under 6 mo
id90066	1	20	Male	NA	Heterosexual	Quebec	Some College	Education	Single	Under 6 mo
id71633	0	17	Female	NA	Heterosexual	Washington	High School	Education	Single	1-3 yr
id73274	0	17	Male	NA	Heterosexual	Kansas	Some College	Computer	Single	Over 7 yr
id78274	0	39	Female	NA	Heterosexual	Pennsylvania	College	Computer	Single	Over 7 yr
id81990	0	34	Male	$40-49	Heterosexual	Virginia	Some College	Other	Married	1-3 yr
id83167	0	26	Male	$50-74	Heterosexual	Arkansas	Professional	Professional	Married	1-3 yr
id87350	1	18	Female	$50-74	Heterosexual	California	Some College	Education	Single	Under 6 mo
id80477	0	39	Male	Over $100	Heterosexual	New York	College	Computer	Married	1-3 yr
id78447	0	64	Male	NA	Heterosexual	California	Masters	Other	Married	1-3 yr
id81776	0	26	Male	$10-19	NA	Ohio	College	Computer	Married	Over 7 yr
id73301	0	64	Male	$40-49	Heterosexual	New Mexico	Masters	Professional	Married	4-6 yr
id76117	0	22	Male	NA	Heterosexual	Utah	Some College	Education	Single	1-3 yr
id80939	0	22	Male	$10-19	Heterosexual	Illinois	Some College	Education	Single	4-6 yr
id73303	0	47	Female	$50-74	Heterosexual	New Jersey	Masters	Education	Divorced	1-3 yr
id84763	0	22	Female	Under $10	Heterosexual	Pennsylvania	College	Education	Single	4-6 yr
id72448	0	46	Female	$30-39	Heterosexual	North Carolina	Doctoral	Computer	Single	1-3 yr
id76123	0	38	Male	$10-19	Heterosexual	Maryland	Some College	Other	Single	1-3 yr
id88344	0	49	Male	NA	Heterosexual	Virginia	Masters	Computer	Married	1-3 yr
id71699	0	20	Female	Under $10	Bisexual	Pennsylvania	Some College	Education	Single	1-3 yr
id71702	0	36	Male	$50-74	Heterosexual	Texas	College	Management	Married	1-3 yr
id71705	1	41	Female	$30-39	Heterosexual	Georgia	Special	Professional	Divorced	6-12 mo
id71846	0	43	Male	$75-99	Heterosexual	Pennsylvania	Masters	Professional	Married	Over 7 yr
id74520	0	30	Male	Over $100	Heterosexual	California	Masters	Computer	Married	4-6 yr
id76136	0	19	Male	Under $10	Heterosexual	Michigan	Some College	Education	Other	4-6 yr
id71710	0	33	Male	$40-49	Heterosexual	Sweden	Some College	Management	Married	1-3 yr
id73203	0	32	Male	$40-49	Heterosexual	France	Masters	Computer	Single	Over 7 yr
id73242	1	22	Female	$30-39	Heterosexual	Australia	Special	Other	Single	6-12 mo
id77265	1	52	Female	$30-39	Heterosexual	Arizona	College	Management	Divorced	6-12 mo
id78916	0	25	Female	$30-39	Heterosexual	Pennsylvania	College	Professional	Married	1-3 yr
id71722	1	23	Female	NA	Heterosexual	Texas	Some College	Other	Married	Under 6 mo
id74022	1	54	Male	$50-74	Heterosexual	Kentucky	Some College	Other	Married	Under 6 mo
id77266	0	43	Female	$30-39	Heterosexual	Indiana	College	Professional	Divorced	1-3 yr
id49598	1	57	Male	$50-74	Heterosexual	Alaska	Some College	Other	Married	6-12 mo
id71718	1	37	Female	Over $100	Heterosexual	Kentucky	Some College	Other	Married	Under 6 mo
id71721	0	55	Male	Over $100	Heterosexual	Georgia	College	Professional	Married	4-6 yr
id77618	1	51	Male	NA	NA	Ohio	College	Other	Married	Under 6 mo
id85606	0	34	Female	Over $100	Heterosexual	Massachusetts	Some College	Computer	Married	4-6 yr
id71732	0	47	Male	$40-49	Heterosexual	Norway	Masters	Professional	Single	1-3 yr
id71734	0	32	Female	NA	Heterosexual	Illinois	Professional	Professional	Married	4-6 yr
id73307	1	17	Male	$10-19	Heterosexual	California	Grammar	Education	Single	Under 6 mo
id77420	0	25	Male	$20-29	Heterosexual	Pennsylvania	Masters	Education	Single	4-6 yr
id71738	0	56	Male	$30-39	Heterosexual	Mississippi	Doctoral	Professional	Divorced	1-3 yr
id76812	0	22	Male	$40-49	Heterosexual	California	College	Professional	Single	1-3 yr
id77475	0	23	Male	$20-29	Heterosexual	Colorado	Professional	Professional	Married	4-6 yr
id71740	1	48	Male	$40-49	NA	Minnesota	Some College	Professional	Married	6-12 mo
id75232	0	14	Male	$75-99	Heterosexual	Kansas	Other	Other	NA	1-3 yr
id80101	0	32	Male	$50-74	Heterosexual	Pennsylvania	College	Professional	Single	Over 7 yr
id83579	1	22	Female	$10-19	Heterosexual	Virginia	Some College	Other	Married	6-12 mo
id89626	0	28	Male	$50-74	Heterosexual	North Carolina	Some College	Computer	Married	Over 7 yr
id71742	1	64	Female	$30-39	Heterosexual	Washington	College	Management	Widowed	6-12 mo
id71743	1	44	Male	$10-19	NA	Florida	Masters	Management	Divorced	Under 6 mo
id73246	0	41	Male	Over $100	Heterosexual	California	Masters	Management	Married	Over 7 yr
id77227	0	28	Male	Under $10	Heterosexual	Spain	Doctoral	Education	Single	1-3 yr
id78517	0	25	Female	$30-39	Bisexual	Ontario	College	Computer	Married	4-6 yr
id75566	0	52	Female	$50-74	Heterosexual	Michigan	Masters	Education	Divorced	1-3 yr
id71458	0	21	Male	$20-29	Heterosexual	California	Some College	Education	Single	1-3 yr
id74734	0	25	Male	$50-74	Heterosexual	North Carolina	College	Computer	Other	4-6 yr
id82556	0	15	Male	$50-74	Heterosexual	Kansas	Other	Education	Single	1-3 yr
id71750	1	50	Male	NA	Heterosexual	Georgia	Professional	Professional	Divorced	Under 6 mo
id71752	0	52	Female	$40-49	Heterosexual	Georgia	Masters	Professional	Divorced	1-3 yr
id77214	1	29	Female	Over $100	Heterosexual	New Jersey	College	Professional	Married	Under 6 mo
id77422	0	57	Female	$40-49	Heterosexual	Illinois	Masters	Professional	Widowed	Over 7 yr
id77424	0	44	Female	$50-74	Heterosexual	Washington	Other	Professional	Married	Over 7 yr
id77425	0	43	Female	$50-74	Heterosexual	California	Doctoral	Professional	Single	Over 7 yr
id2077	1	14	Female	$10-19	Heterosexual	Colorado	Other	Education	Single	6-12 mo
id71673	0	NA	Female	$40-49	Heterosexual	Florida	Some College	Professional	Married	1-3 yr
id71756	0	69	Female	$30-39	Heterosexual	Washington	Masters	Other	Married	1-3 yr
id89682	0	28	Male	$20-29	Heterosexual	Florida	Some College	Computer	Separated	1-3 yr
id71757	0	26	Female	Over $100	Heterosexual	Massachusetts	College	Education	Single	1-3 yr
id71760	0	28	Female	NA	Heterosexual	Ontario	High School	Computer	Married	1-3 yr
id79295	0	28	Male	NA	Heterosexual	Massachusetts	Professional	Professional	Single	1-3 yr
id81433	0	39	Male	$50-74	Heterosexual	Germany	Some College	Management	Other	Over 7 yr
id82730	1	37	Female	Under $10	Heterosexual	Israel	College	Other	Married	Under 6 mo
id87914	0	25	Female	$30-39	Heterosexual	Florida	Some College	Management	Married	1-3 yr
id74068	0	44	Female	$40-49	Heterosexual	California	Some College	Professional	Other	1-3 yr
id84147	0	48	Female	$75-99	Heterosexual	California	College	Computer	Married	1-3 yr
id71767	0	20	Male	$30-39	Heterosexual	Other	Some College	Management	Other	1-3 yr
id71768	1	50	Female	$30-39	Heterosexual	Texas	College	Education	Divorced	Under 6 mo
id71771	1	44	Female	$50-74	Heterosexual	Michigan	College	Other	Married	6-12 mo
id71772	0	53	Male	NA	Heterosexual	Florida	Some College	Other	Widowed	1-3 yr
id72177	0	NA	Male	$75-99	Heterosexual	Florida	College	Professional	Married	1-3 yr
id72222	0	45	Male	$75-99	Heterosexual	Ohio	Masters	Computer	Married	1-3 yr
id74817	1	20	Male	$10-19	Heterosexual	Czech	High School	Education	Single	6-12 mo
id75496	1	17	Female	NA	Heterosexual	Alberta	High School	Education	Single	Under 6 mo
id71778	1	32	Male	$50-74	Heterosexual	New Brunswick	College	Professional	Married	6-12 mo
id71779	1	28	Female	$20-29	Heterosexual	Illinois	College	Management	Single	Under 6 mo
id71780	1	49	Female	$20-29	Heterosexual	Oklahoma	College	Management	Widowed	Under 6 mo
id71783	0	36	Male	$30-39	Heterosexual	Mississippi	Some College	Management	Married	4-6 yr
id79374	0	24	Male	$40-49	Heterosexual	Pennsylvania	College	Computer	Single	4-6 yr
id85346	0	35	Male	$50-74	Heterosexual	Michigan	College	Management	Married	4-6 yr
id71788	1	61	Male	NA	Heterosexual	Nevada	Masters	Management	Married	6-12 mo
id82258	0	21	Male	NA	Heterosexual	Maryland	Some College	Education	Single	Over 7 yr
id45536	0	36	Male	$50-74	Heterosexual	Florida	Doctoral	Education	Married	Over 7 yr
id71794	1	32	Male	$30-39	Gay male	Ohio	Some College	Computer	Single	6-12 mo
id71795	0	30	Male	$30-39	Heterosexual	Connecticut	College	Computer	Married	1-3 yr
id71798	0	48	Male	$20-29	Heterosexual	Massachusetts	Special	Other	Married	1-3 yr
id71799	0	42	Male	$75-99	Gay male	Illinois	College	Management	Single	1-3 yr
id75305	0	18	Male	Under $10	NA	California	Some College	Education	Single	1-3 yr
id76824	0	36	Male	Over $100	Heterosexual	Illinois	Doctoral	Professional	Married	Over 7 yr
id80087	0	55	Male	Over $100	Heterosexual	California	College	Management	Married	4-6 yr
id80989	0	40	Male	Over $100	Heterosexual	Ontario	College	Professional	Married	1-3 yr
id78260	1	25	Female	NA	Heterosexual	Connecticut	Some College	Other	Single	6-12 mo
id84087	1	51	Male	$30-39	Heterosexual	Uruguay	Masters	Management	Married	Under 6 mo
id87293	0	45	Female	$30-39	Heterosexual	Nebraska	College	Computer	Single	1-3 yr
id88025	0	36	Male	$50-74	Heterosexual	Georgia	Masters	Computer	Married	4-6 yr
id79986	0	61	Male	$75-99	Heterosexual	Indiana	Doctoral	Education	Married	1-3 yr
id72064	0	41	Female	$20-29	Heterosexual	Florida	High School	Other	Divorced	1-3 yr
id84322	0	49	Male	$75-99	Heterosexual	Illinois	Some College	Management	Married	1-3 yr
id89355	0	15	Male	NA	Heterosexual	Indiana	Some College	Education	Single	4-6 yr
id90186	0	37	Male	$30-39	Heterosexual	California	College	Computer	Other	1-3 yr
id76279	0	17	Male	NA	Heterosexual	New Jersey	High School	Education	Single	1-3 yr
id73097	1	13	Female	Over $100	NA	Georgia	Other	Education	Single	6-12 mo
id77871	0	36	Female	$50-74	Heterosexual	British Columbia	College	Computer	Single	1-3 yr
id76644	1	54	Male	$50-74	Heterosexual	Florida	Masters	Management	Divorced	Under 6 mo
id79832	0	30	Male	NA	Heterosexual	Texas	College	Computer	Single	4-6 yr
id84324	0	42	Male	$75-99	Heterosexual	Ontario	College	Other	Married	1-3 yr
id84080	1	15	Female	$10-19	Heterosexual	Missouri	Grammar	Education	Single	Under 6 mo
id76134	0	30	Male	Over $100	Heterosexual	United Kingdom	College	Computer	Single	1-3 yr
id83461	0	34	Male	$50-74	Gay male	Connecticut	College	Computer	Single	1-3 yr
id86705	0	20	Male	$20-29	Bisexual	Norway	High School	Computer	Single	4-6 yr
id85785	0	28	Male	$40-49	Bisexual	California	Some College	Education	Other	4-6 yr
id71503	1	43	Male	$40-49	Heterosexual	Canada & Mexico	Some College	Management	Single	Under 6 mo
id80928	1	45	Male	$75-99	Heterosexual	Indiana	College	Professional	Married	6-12 mo
id80929	0	32	Male	$20-29	NA	Wisconsin	Doctoral	Education	Single	1-3 yr
id71852	0	34	Male	$75-99	Heterosexual	Pennsylvania	College	Professional	Married	4-6 yr
id71854	1	33	Male	$30-39	Heterosexual	Georgia	College	Professional	Married	Under 6 mo
id71856	0	27	Male	$30-39	Heterosexual	Minnesota	Masters	Education	Single	1-3 yr
id71859	1	30	Male	$50-74	Heterosexual	New York	College	Computer	Married	6-12 mo
id83268	1	70	Male	$20-29	Heterosexual	Michigan	Other	Other	Married	6-12 mo
id71860	0	26	Female	$75-99	Heterosexual	New York	Professional	Professional	Other	1-3 yr
id75321	0	39	Female	$40-49	Heterosexual	Michigan	Some College	Other	Married	1-3 yr
id76451	0	19	Male	NA	Heterosexual	Missouri	Some College	Education	Single	1-3 yr
id85693	0	48	Male	$50-74	Heterosexual	Missouri	Masters	Computer	Married	1-3 yr
id87143	0	39	Female	NA	Heterosexual	Illinois	High School	Other	Married	1-3 yr
id8003	1	40	Female	Over $100	Heterosexual	California	College	Other	Married	6-12 mo
id84764	1	49	Male	$50-74	Heterosexual	New Hampshire	Professional	Professional	Married	Under 6 mo
id71865	0	22	Female	Over $100	Heterosexual	Washington D.C.	College	Education	Single	4-6 yr
id71869	0	75	Male	$30-39	Heterosexual	Massachusetts	College	Other	Widowed	1-3 yr
id71872	0	46	Male	$40-49	Heterosexual	Florida	Some College	Other	Other	1-3 yr
id71873	0	37	Male	$75-99	Heterosexual	Virginia	Masters	Management	Married	1-3 yr
id72660	0	46	Male	$30-39	Gay male	New York	Some College	Professional	Separated	1-3 yr
id79063	0	40	Male	Over $100	Heterosexual	Ontario	College	Computer	Other	Over 7 yr
id83053	0	62	Male	Over $100	NA	Texas	Masters	Computer	NA	1-3 yr
id88843	0	25	Male	$30-39	Heterosexual	Ontario	Masters	Education	Other	4-6 yr
id77332	1	28	Male	$40-49	Heterosexual	Greece	College	Professional	Single	Under 6 mo
id71878	0	51	Female	Over $100	Heterosexual	North Carolina	Masters	Professional	Married	1-3 yr
id71880	0	NA	Female	NA	na	Wisconsin	College	Professional	Single	1-3 yr
id74409	0	24	Male	Under $10	Heterosexual	California	College	Education	Single	1-3 yr
id80089	0	27	Male	$20-29	Heterosexual	Pennsylvania	Some College	Computer	Single	1-3 yr
id71884	1	NA	Female	NA	Heterosexual	New York	Masters	Professional	Single	6-12 mo
id71885	0	39	Male	$50-74	Heterosexual	Kentucky	Some College	Other	Married	1-3 yr
id71887	1	44	Female	$50-74	Heterosexual	Virginia	Masters	Professional	Married	6-12 mo
id71888	1	25	Female	$50-74	Heterosexual	California	Some College	Management	Single	Under 6 mo
